Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Visites de l'atelier-boutique Riederer,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.454006,5.469425,"Boutique Riederer : 7 petit chemin d'Aix, Quartier Payannet - 13120 Gardanne",13120#Gardanne,,True,True,Office de Tourisme de Gardanne,Provence Tourisme / Office de Tourisme de Gardanne,2020-12-15,###http://www.tourisme-gardanne.fr/,,,https://data.datatourisme.gouv.fr/58/a7ad32a7-427a-389c-874d-9f47d49ce960
Les Lilas Blancs,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#BusinessPlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ConventionCentre|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.448019,5.453767,341 Chemin Des Chasséens ZI AVON,13120#Gardanne,,True,True,Office de Tourisme de Gardanne,Provence Tourisme / Office de Tourisme de Gardanne,2021-03-25,#+33 6 75 97 29 69<>+33 6 99 94 32 82##https://www.1001salles.com/mariage/les-lilas-blancs.aspx,,,https://data.datatourisme.gouv.fr/58/b06b0763-c57e-3f10-ab52-e0fe12a9aeea
Centre d'Affaires Office Prado,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.263011,5.376888,565 Avenue Du Prado,13008#Marseille,,True,True,Office Métropolitain de tourisme et des congrès de Marseille,Provence Tourisme / Office Métropolitain de tourisme et des congrès de Marseille,2020-11-23,#+33 4 91 71 80 99#contact@officeprado.com#http://www.officeprado.com/,,,https://data.datatourisme.gouv.fr/58/bdf50eab-80e4-37b3-8d3c-cd5bb85c4d30
R.I.F,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.200984999999996,5.619656,Calanque de Figuerolles,13600#La Ciotat,,True,True,Office de Tourisme de La Ciotat,Provence Tourisme / Office de Tourisme de La Ciotat,2020-11-26,#+33 4 42 08 41 71#gregori.reverchon@wanadoo.fr#,,,https://data.datatourisme.gouv.fr/58/b1c93b43-dbd2-3633-a7fc-a18447e76165
Hôtel Plage Saint Jean,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.188446,5.631061,30 Avenue De Saint Jean,13600#La Ciotat,,True,True,Office de Tourisme de La Ciotat,Provence Tourisme / Office de Tourisme de La Ciotat,2020-11-26,#+33 4 42 70 77 07#contact@hotelplagestjean.com#http://www.hotelplagestjean.com/,,,https://data.datatourisme.gouv.fr/58/aa066d7b-03da-3653-a022-9b29d08bdd28
MEVA,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/Product,43.214584,5.538946,4 Rue Dr. Séverin Icard,13260#Cassis,,True,True,Office de Tourisme de Cassis,Provence Tourisme / Office de Tourisme de Cassis,2021-02-09,#+33 4 42 18 36 80#o.gallardo@cassis.fr#,,,https://data.datatourisme.gouv.fr/58/0e4cd973-0d9f-3898-85fb-46f2127798ef
Balade poétique sur le chemin de Jean Proal,http://schema.org/Event|http://schema.org/Product|https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit,44.342271000000004,6.358324,,04140#Seyne,,True,True,Office de Tourisme Provence Alpes Digne les Bains,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-09-17,#+33 4 92 35 11 00#escape.seyne@gmail.com#https://www.fort-escape-seyne.com/,Engagé à respecter les protocoles sanitaires officiels Covid-19#DATAtourisme labels,L'association Fort et Patrimoine a réaménagé pour vous ce vieux chemin oublié et organise des balades littéraires commentées.,https://data.datatourisme.gouv.fr/13/63d167d4-6cd2-3ae5-964f-4bf039e22e1a
Bcyclet Provence,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.114181,5.054876,,84190#Beaumes-de-Venise,,True,True,Office de tourisme  Ventoux Provence Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-02-22,#+33 4 84 51 06 04##https://bcyclet.com/bike-rental/provence-bike-rental/,Accueil Vélo#France Vélo Tourisme,"Bcyclet Provence propose la location de vélos en ligne,et des voyages à vélo pour faciliter vos vacances (van support, guide privé, livraison des vélos a domicile sur toute la provence et la Via Rhona). Services disponibles 7jours/7 toute l'année.",https://data.datatourisme.gouv.fr/13/1662e12d-70a1-3942-bad2-e78cb0b4f7d0
Visite guidée pédestre : Le village de MEYRARGUES,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.633520000000004,5.5332099999999995,,13650#Meyrargues,Cette visite se fera dans le respect des gestes barrières ; port du masque obligatoire.,True,True,Mairie de Meyrargues,Provence Tourisme / Mairie de Meyrargues,2021-06-22,###https://reservation.aixenprovencetourism.com/,,"Dans la série "" Villages du Pays d'Aix"" : Meyrargues de l'aqueduc au château.",https://data.datatourisme.gouv.fr/58/f30bbd33-e2ad-335a-bba3-eac5b8ee6d37
La Lusignane,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#ArtGalleryOrExhibitionGallery|https://www.datatourisme.gouv.fr/ontology/core#NonHousingRealEstateRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.111767,4.779885,,84860#Caderousse,,True,False,Office de tourisme Orange Châteauneuf,Apidae Tourisme Scic SA - source : Apidae Tourisme,2017-10-27,#+33 4 90 34 13 49<>+33 6 51 69 58 67#contact@lusignane.fr#http://www.lusignane.fr/,,"La Lusignane est depuis 1998 le lieu de vie de l’artiste peintre, Odile Bonfort de Laidet qui dispense des cours de peinture et de dessin à une cinquantaine d’élèves au sein de son atelier d'artiste.",https://data.datatourisme.gouv.fr/13/e0f2a6b7-28f5-32ff-a4b9-75ad6753198b
Avelonde,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.142412,6.233892,,83250#La Londe-les-Maures,,True,True,"Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu","Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu - source : Apidae Tourisme",2021-04-08,#+33 6 31 06 33 97#contact@avelonde.fr#http://www.avelonde.fr/,,"Location de vélos à domicile. Vos vélos livrés le soir pour la journée du lendemain. Sur réservation 7j/7 par téléphone. VTT, VTC urbain, remorque, siège bébé.",https://data.datatourisme.gouv.fr/13/c413de78-f6d4-3847-a479-a25aaf1163e1
Loc vélos Buëch Méouge,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.348408,5.837377,,05300#Lazer,,True,True,Office de Tourisme Sisteron Buëch,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-02-23,#+33 6 71 11 81 21#locvelos.buechmeouge@gmail.com#,,"Location de VTT Assistance Electrique et accessoires permettant de faire des randonnées en famille ou sportives dans la région du Sisteronais Buech. Matériel, nécessaire de réparation et livraison sur les lieux de vos vacances inclus.",https://data.datatourisme.gouv.fr/13/e5b5a3b8-0c67-32d3-8239-c2444ac9959b
Soirée œnologique à domicile,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.052322,5.048306,,84200#Carpentras,,True,True,Office de tourisme  Ventoux Provence Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-01-29,#+33 6 51 19 17 06#contact@lesconvivesdelafleur.com#https://lesconvivesdelafleur.com/,,"Participez à un atelier de dégustation sensorielle, ludique et pédagogique pour découvrir le vin. Aisance et convivialité garanties. Idéal pour les novices !",https://data.datatourisme.gouv.fr/13/c8cf9b60-de94-398e-ac82-9e0539a6f871
Initiation et apprentissage VTT / MTB Begginers' course,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.832546,5.96283,,04210#Valensole,,True,True,Office de Tourisme Communautaire Durance Luberon Verdon Agglomération,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-29,#+33 6 20 06 22 84#vttevolution@gmail.com#https://vttevolution.com/,,"Vous débutez le VTT , vous souhaitez acquérir les bases techniques ?
Faites un stage d’initiation à la pratique VTT !
Ouvert aux adultes et aux enfants",https://data.datatourisme.gouv.fr/13/3df68e85-2b77-35c7-be78-9d43a214665b
Perfectionnement technique VTT / Improvement MTB skills sessions,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.838489,5.965576,,04210#Valensole,,True,True,Office de Tourisme Communautaire Durance Luberon Verdon Agglomération,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-29,#+33 6 20 06 22 84#vttevolution@gmail.com#https://vttevolution.com/,,"Vous faites déjà du VTT et souhaitez apprendre à mieux piloter votre VTT lorsque les trails sont exigeants, améliorer votre technique ou simplement vous sentir plus à l’aise sur votre VTT ?",https://data.datatourisme.gouv.fr/13/daa2ee33-be80-380e-95c7-54d548410d81
Balade et/ou stage VTT.,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.837064,5.983242,,04210#Valensole,,True,True,Office de Tourisme Communautaire Durance Luberon Verdon Agglomération,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-03-29,#+33 6 21 55 64 74#gayelord.brun@gmail.com#,,"Encadrement/balade VTT/VAE par un moniteur diplômé d'état.
À la journée ou sur plusieurs jours (sans logement).
Encadrement VTT/VAE Enduro, All Mountain sur Valensole, Gréoux-les-Bains, Manosque, Forcalquier, Lure, Digne les Bains.",https://data.datatourisme.gouv.fr/13/cac78515-7bfe-3fa5-b0a5-540d3ec18a85
Via ferrata - Bureau des Guides Champsaur Valgaudemar,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.816903,6.195285,,05260#Ancelle,,True,True,Office de Tourisme du Champsaur & Valgaudemar,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-02-16,#+33 6 16 52 59 56#contact@guides-champsaur-valgaudemar.com#http://www.guides-champsaur-valgaudemar.com/,,"Entre randonnée pédestre et escalade, les guides de haute montagne vous invitent à expérimenter ces itinéraires balisés, situés dans des parois rocheuses équipées spécifiquement, et appréhender les sensations verticales. Accessible dès 10 ans.",https://data.datatourisme.gouv.fr/13/fc42bb01-fdd0-3b7e-85b5-b7b1487b998c
Canyoning - Bureau des Guides Champsaur Valgaudemar,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.627831,6.262909,,05260#Ancelle,,True,True,Office de Tourisme du Champsaur & Valgaudemar,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-09,#+33 6 16 52 59 56#contact@guides-champsaur-valgaudemar.com#http://www.guides-champsaur-valgaudemar.com/,,"Une initiation ludique au canyoning avec rappels, toboggans, sauts…dans le vallon de Rouanne ou à Chaillol. Idéal pour une découverte en famille, dès 10 ans. Seule obligation : savoir nager. Encadré par un professionnel diplômé d'état.",https://data.datatourisme.gouv.fr/13/be5b5e75-21dc-3dec-aa46-51da21949466
Cani-kart - Travel Dog,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.620945,6.210077,,05260#Ancelle,,True,True,Office de Tourisme du Champsaur & Valgaudemar,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-03-02,#+33 7 83 44 09 10#info.traveldog@gmail.com#https://www.traveldog.fr/,,"Seul ou à plusieurs, retrouvez les sensations du traîneau grâce à une promenade en cani-kart. Vous serez tractés par 8 à 12 chiens et conduits par le musher.",https://data.datatourisme.gouv.fr/13/40cd5a66-e163-3365-986f-d4da145d83e1
Bès'Cyclette location de vélos,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.265678,6.342524,,04140#Verdaches,,True,True,Office de Tourisme Provence Alpes Digne les Bains,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-03-09,#+33 6 62 16 19 47#contact@gite-flagustelle.com#http://gite-flagustelle.com/,,"Location de vélos et balade au fil du Bès.
.",https://data.datatourisme.gouv.fr/13/6bfe60ae-5480-3152-8391-aa7770652cff
Toulon Art Déco,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.128032,5.929801,,83000#Toulon,,True,True,Agence de Développement Touristique du Var,Apidae Tourisme Scic SA - source : Apidae Tourisme,2020-08-04,#+33 6 51 50 76 48#claire.joncheray@free.fr#,,"Découverte de ces architectures singulières, qui mêlent différents matériaux et oscillent entre des formes arrondies et une rigueur géométrique linéaire. Ils présentent des programmes architecturaux fonctionnant comme des ensembles.",https://data.datatourisme.gouv.fr/13/54f8ed78-5946-3401-90b9-2bda70786b5b
Alpinisme - Bureau des Guides Champsaur Valgaudemar,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.816903,6.195285,,05800#La Chapelle-en-Valgaudémar,,True,True,Office de Tourisme du Champsaur & Valgaudemar,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-09,#+33 6 16 52 59 56#contact@guides-champsaur-valgaudemar.com#http://www.guides-champsaur-valgaudemar.com/,,"En initiation ou perfectionnement, partez avec un guide de haute montagne à la conquête des sommets du Valgaudemar (Les Rouies, Le Jocelme, Le Sirac, La Cime du vallon, l'Olan). Courses collectives ou individuelles.",https://data.datatourisme.gouv.fr/13/93302061-2496-33dd-bf2e-c70a5b364ccd
Balade en trottinette électrique tout terrain,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.833405,5.7829999999999995,,04100#Manosque,,True,True,Office de Tourisme Communautaire Durance Luberon Verdon Agglomération,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-04-03,#+33 6 69 39 09 65##,,"Découvrez de nouvelles sensations avec nos trottinettes électriques tout terrain en famille ou entre amis !
A partir de 12 ans.",https://data.datatourisme.gouv.fr/13/09d50088-86d0-3da9-bfe3-536a91596b7b
Sortie sensorielle à la Capelière dans le cadre des Journées nationales Tourisme & Handicap,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.534815,4.64311,,13200#Arles,,True,True,Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),Provence Tourisme / Agence régionale pour la biodiversité et l'environnement Provence-Alpes-Côte d'Azur (ARBE),2021-03-24,#+33 4 90 97 00 97#reservedecamargue@espaces-naturels.fr#http://www.snpn.com/reservedecamargue,,Visite guidée sensorielle du site de la Capelière.,https://data.datatourisme.gouv.fr/58/c8232804-44e4-395b-8990-cad9d7baacdd
Balade archéologique,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.934334,5.76075,,04300#Mane,,True,True,Département des Alpes-de-Haute-Provence,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-09-06,#+33 4 92 75 70 50#info-salgon@le04.fr#http://www.musee-de-salagon.com/accueil.html,,"Salagon vous propose une visite exclusive d'un point de vue archéologique.
Découvrez les occupations successives du site du Néolithique à nos jours.",https://data.datatourisme.gouv.fr/13/d7abb21e-abd2-31eb-9790-4d8f2e33e9b3
Instant jardinier,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.934334,5.76075,,04300#Mane,,True,True,Département des Alpes-de-Haute-Provence,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-09-06,#+33 4 92 75 70 50#info-salgon@le04.fr#http://www.musee-de-salagon.com/accueil.html,,Une visite-atelier exclusive avec un jardinier de Salagon.,https://data.datatourisme.gouv.fr/13/0f071de6-7429-34c8-9976-0daeb97ae31d
La visiote Cezanne à Aix - Visite virtuelle,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.525899,5.444380000000001,,13100#Aix-en-Provence,,True,True,Office de Tourisme d'Aix en Provence,Provence Tourisme / Office de Tourisme d'Aix en Provence,2021-05-11,###http://reservation.aixenprovencetourism.com/,,"Laissez vous guider en visite virtuelle avec Jean-Pierre Cassely. 100% anti Covid-19, car depuis chez vous, cette ""Visiote"" se fera avec votre ordinateur / portable, smartphone ou tablette dotés d'une connexion internet",https://data.datatourisme.gouv.fr/58/225ba7ce-7fb2-32d6-b5bf-db7275aba3fa
La visiote Aix insolite - Visite virtuelle,https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,43.525899,5.444380000000001,,13100#Aix-en-Provence,,True,True,Office de Tourisme d'Aix en Provence,Provence Tourisme / Office de Tourisme d'Aix en Provence,2021-05-11,###http://reservation.aixenprovencetourism.com/,,"Laissez vous guider en visite virtuelle dans le centre historique d'Aix en Provence, avec Jean-Pierre Cassely, qui adapte son immanquable visite guidée Aix Insolite en visio-conférence, toujours avec humour et anecdotes",https://data.datatourisme.gouv.fr/58/ab66add3-3732-32be-9d7d-876cd61c5bd0
Vol en montgolfière en montagne,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.663595,6.217404,,05260#Saint-Jean-Saint-Nicolas,,True,True,Office de Tourisme du Champsaur & Valgaudemar,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-03-19,#+33 6 37 25 96 57#contact@hautesalpesmontgolfiere.com#https://hautesalpesmontgolfiere.com/,,Embarquez dans la nacelle et décollez pour une heure de vol libre pour flirter avec les sommets du Champsaur. Site de décollage : Pont du Fossé. Le lieu de rendez-vous vous sera confirmé par le pilote 48h avant. Réservation obligatoire.,https://data.datatourisme.gouv.fr/13/db6f400f-5b92-3952-bd20-9e7171b732a2
Distillation des plantes et fleurs de provence (baladez curieux),https://www.datatourisme.gouv.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#Visit|http://schema.org/Event|http://schema.org/Product,44.357495,4.9984779999999995,,84600#Valréas,,True,True,Office de Tourisme Communautaire Pays de Grignan et Enclave des Papes,Agence de Développement Touristique de la Drôme - source : Apidae Tourisme,2021-03-05,#+33 4 75 26 10 35#info@baronnies-tourisme.com#http://baronnies-tourisme.com/,,Assistez à la distillation à l'ancienne par le producteur Bio de plantes aromatiques et médicinales et de fleurs.,https://data.datatourisme.gouv.fr/13/301e6603-2d13-3d28-b2b2-b57615d8d77b
Randonnée géologique - Art Montana,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.807095000000004,6.110844999999999,,05800#Saint-Maurice-en-Valgodemard,,True,True,Office de Tourisme du Champsaur & Valgaudemar,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-28,#+33 6 77 04 63 44#info@artmontana.fr#http://www.artmontana.fr/,,"Vous aimez les roches, paysages et montagnes ? Vous êtes curieux de savoir comment-ils ont été formés ? Cette randonnée géologique avec l'accompagnatrice et docteur en géologie vous donnera la réponse à tous vos questions !",https://data.datatourisme.gouv.fr/13/ff85f28f-4f53-34bb-8ab2-dcee3a34a73c
Randonnée familiale - Art Montana,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.807095000000004,6.110844999999999,,05800#Saint-Maurice-en-Valgodemard,,True,True,Office de Tourisme du Champsaur & Valgaudemar,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-28,#+33 6 77 04 63 44#info@artmontana.fr#http://www.artmontana.fr/,,"Randonnée pour toute la famille : observation des animaux, recherche des fossiles, reconnaissance des plantes, balade dans une forêt, vers un lac, ancien village, autant des thèmes que vous pouvez choisir.",https://data.datatourisme.gouv.fr/13/8cc18e39-3acb-329d-974b-bb1918eb442e
Randonnée sportive dans le Valgaudemar - Art Montana,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.807095000000004,6.110844999999999,,05800#Saint-Maurice-en-Valgodemard,,True,True,Office de Tourisme du Champsaur & Valgaudemar,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-28,#+33 6 77 04 63 44#info@artmontana.fr#http://www.artmontana.fr/,,"Une randonnée pour les bons marcheurs permettant de découvrir des paysages du Parc National des Écrins sur les sentiers en balcons. Profitez des vues magnifiques sur les lacs, cascades, glaciers et sommets acérés, rencontrez la faune sauvage,…",https://data.datatourisme.gouv.fr/13/5e95b3fd-fa74-368d-af44-6e09c7589835
